ngay_ban,san_pham,khu_vuc,so_cuoc_goi,thoi_gian_trung_binh,so_luong_ban,camera_truoc,ram,the_nho,dung_luong_pin,man_hinh_rong,don_gia
2018-05-24,OPPO A93,Bắc Ninh,310,376,3145,16,8,256,4000,6.43,6800000
2018-05-25,OPPO A93,Bắc Ninh,353,204,3416,16,8,256,4000,6.43,6800000
2018-05-26,OPPO A93,Bắc Ninh,183,268,1249,16,8,256,4000,6.43,6800000
2018-05-27,OPPO A93,Bắc Ninh,261,236,2492,16,8,256,4000,6.43,6800000
2018-05-28,OPPO A93,Bắc Ninh,322,202,2460,16,8,256,4000,6.43,6800000
2018-05-29,OPPO A93,Bắc Ninh,368,282,2295,16,8,256,4000,6.43,6800000
2018-05-30,OPPO A93,Bắc Ninh,373,465,1392,16,8,256,4000,6.43,6800000
2018-05-31,OPPO A93,Bắc Ninh,180,226,3986,16,8,256,4000,6.43,6800000
2018-06-01,OPPO A93,Bắc Ninh,103,375,3945,16,8,256,4000,6.43,6800000
2018-06-02,OPPO A93,Bắc Ninh,194,279,1778,16,8,256,4000,6.43,6800000
2018-06-03,OPPO A93,Bắc Ninh,228,357,4007,16,8,256,4000,6.43,6800000
2018-06-04,OPPO A93,Bắc Ninh,179,200,1387,16,8,256,4000,6.43,6800000
2018-06-05,OPPO A93,Bắc Ninh,117,357,1804,16,8,256,4000,6.43,6800000
2018-06-06,OPPO A93,Bắc Ninh,132,216,1250,16,8,256,4000,6.43,6800000
2018-06-07,OPPO A93,Bắc Ninh,195,292,2121,16,8,256,4000,6.43,6800000
2018-06-08,OPPO A93,Bắc Ninh,339,411,1776,16,8,256,4000,6.43,6800000
2018-06-09,OPPO A93,Bắc Ninh,106,492,2476,16,8,256,4000,6.43,6800000
2018-06-10,OPPO A93,Bắc Ninh,156,264,3296,16,8,256,4000,6.43,6800000
2018-06-11,OPPO A93,Bắc Ninh,299,469,1311,16,8,256,4000,6.43,6800000
2018-06-12,OPPO A93,Bắc Ninh,332,323,1569,16,8,256,4000,6.43,6800000
2018-06-13,OPPO A93,Bắc Ninh,201,218,3825,16,8,256,4000,6.43,6800000
2018-06-14,OPPO A93,Bắc Ninh,235,413,1626,16,8,256,4000,6.43,6800000
2018-06-15,OPPO A93,Bắc Ninh,182,351,3619,16,8,256,4000,6.43,6800000
2018-06-16,OPPO A93,Bắc Ninh,143,217,1650,16,8,256,4000,6.43,6800000
2018-06-17,OPPO A93,Bắc Ninh,221,238,3194,16,8,256,4000,6.43,6800000
2018-06-18,OPPO A93,Bắc Ninh,380,296,2720,16,8,256,4000,6.43,6800000
2018-06-19,OPPO A93,Bắc Ninh,212,352,1377,16,8,256,4000,6.43,6800000
2018-06-20,OPPO A93,Bắc Ninh,276,452,3650,16,8,256,4000,6.43,6800000
2018-06-21,OPPO A93,Bắc Ninh,236,324,2436,16,8,256,4000,6.43,6800000
2018-06-22,OPPO A93,Bắc Ninh,350,339,2032,16,8,256,4000,6.43,6800000
2018-06-23,OPPO A93,Bắc Ninh,169,223,3364,16,8,256,4000,6.43,6800000
2018-06-24,OPPO A93,Bắc Ninh,354,365,2054,16,8,256,4000,6.43,6800000
2018-06-25,OPPO A93,Bắc Ninh,175,300,3358,16,8,256,4000,6.43,6800000
2018-06-26,OPPO A93,Bắc Ninh,235,258,2087,16,8,256,4000,6.43,6800000
2018-06-27,OPPO A93,Bắc Ninh,326,408,3505,16,8,256,4000,6.43,6800000
2018-06-28,OPPO A93,Bắc Ninh,358,331,1648,16,8,256,4000,6.43,6800000
2018-06-29,OPPO A93,Bắc Ninh,204,318,1696,16,8,256,4000,6.43,6800000
2018-06-30,OPPO A93,Bắc Ninh,274,385,3537,16,8,256,4000,6.43,6800000
2018-07-01,OPPO A93,Bắc Ninh,117,369,2859,16,8,256,4000,6.43,6800000
2018-07-02,OPPO A93,Bắc Ninh,105,337,1624,16,8,256,4000,6.43,6800000
2018-07-03,OPPO A93,Bắc Ninh,119,424,2716,16,8,256,4000,6.43,6800000
2018-07-04,OPPO A93,Bắc Ninh,158,336,1401,16,8,256,4000,6.43,6800000
2018-07-05,OPPO A93,Bắc Ninh,128,365,1640,16,8,256,4000,6.43,6800000
2018-07-06,OPPO A93,Bắc Ninh,237,294,4013,16,8,256,4000,6.43,6800000
2018-07-07,OPPO A93,Bắc Ninh,224,420,3498,16,8,256,4000,6.43,6800000
2018-07-08,OPPO A93,Bắc Ninh,345,369,3442,16,8,256,4000,6.43,6800000
2018-07-09,OPPO A93,Bắc Ninh,175,455,1707,16,8,256,4000,6.43,6800000
2018-07-10,OPPO A93,Bắc Ninh,161,263,3333,16,8,256,4000,6.43,6800000
2018-07-11,OPPO A93,Bắc Ninh,359,430,1986,16,8,256,4000,6.43,6800000
2018-07-12,OPPO A93,Bắc Ninh,245,442,3945,16,8,256,4000,6.43,6800000
2018-07-13,OPPO A93,Bắc Ninh,147,263,1684,16,8,256,4000,6.43,6800000
2018-07-14,OPPO A93,Bắc Ninh,154,428,3623,16,8,256,4000,6.43,6800000
2018-07-15,OPPO A93,Bắc Ninh,213,352,3941,16,8,256,4000,6.43,6800000
2018-07-16,OPPO A93,Bắc Ninh,298,322,3024,16,8,256,4000,6.43,6800000
2018-07-17,OPPO A93,Bắc Ninh,370,292,1855,16,8,256,4000,6.43,6800000
2018-07-18,OPPO A93,Bắc Ninh,223,485,1132,16,8,256,4000,6.43,6800000
2018-07-19,OPPO A93,Bắc Ninh,146,381,4063,16,8,256,4000,6.43,6800000
2018-07-20,OPPO A93,Bắc Ninh,358,286,1815,16,8,256,4000,6.43,6800000
2018-07-21,OPPO A93,Bắc Ninh,367,467,2708,16,8,256,4000,6.43,6800000
2018-07-22,OPPO A93,Bắc Ninh,284,334,3283,16,8,256,4000,6.43,6800000
2018-07-23,OPPO A93,Bắc Ninh,327,371,4028,16,8,256,4000,6.43,6800000
2018-07-24,OPPO A93,Bắc Ninh,376,220,2767,16,8,256,4000,6.43,6800000
2018-07-25,OPPO A93,Bắc Ninh,236,330,2390,16,8,256,4000,6.43,6800000
2018-07-26,OPPO A93,Bắc Ninh,155,443,3419,16,8,256,4000,6.43,6800000
2018-07-27,OPPO A93,Bắc Ninh,118,473,1201,16,8,256,4000,6.43,6800000
2018-07-28,OPPO A93,Bắc Ninh,223,374,1333,16,8,256,4000,6.43,6800000
2018-07-29,OPPO A93,Bắc Ninh,227,461,3421,16,8,256,4000,6.43,6800000
2018-07-30,OPPO A93,Bắc Ninh,205,240,2956,16,8,256,4000,6.43,6800000
2018-07-31,OPPO A93,Bắc Ninh,115,270,2938,16,8,256,4000,6.43,6800000
2018-08-01,OPPO A93,Bắc Ninh,341,498,3564,16,8,256,4000,6.43,6800000
2018-08-02,OPPO A93,Bắc Ninh,350,431,2233,16,8,256,4000,6.43,6800000
2018-08-03,OPPO A93,Bắc Ninh,170,443,2740,16,8,256,4000,6.43,6800000
2018-08-04,OPPO A93,Bắc Ninh,203,403,1150,16,8,256,4000,6.43,6800000
2018-08-05,OPPO A93,Bắc Ninh,103,463,3250,16,8,256,4000,6.43,6800000
2018-08-06,OPPO A93,Bắc Ninh,292,422,3955,16,8,256,4000,6.43,6800000
2018-08-07,OPPO A93,Bắc Ninh,329,394,1608,16,8,256,4000,6.43,6800000
2018-08-08,OPPO A93,Bắc Ninh,234,430,3701,16,8,256,4000,6.43,6800000
2018-08-09,OPPO A93,Bắc Ninh,157,356,3624,16,8,256,4000,6.43,6800000
2018-08-10,OPPO A93,Bắc Ninh,143,449,1721,16,8,256,4000,6.43,6800000
2018-08-11,OPPO A93,Bắc Ninh,382,448,3714,16,8,256,4000,6.43,6800000
2018-08-12,OPPO A93,Bắc Ninh,297,316,3816,16,8,256,4000,6.43,6800000
2018-08-13,OPPO A93,Bắc Ninh,144,218,2264,16,8,256,4000,6.43,6800000
2018-08-14,OPPO A93,Bắc Ninh,198,337,2392,16,8,256,4000,6.43,6800000
2018-08-15,OPPO A93,Bắc Ninh,121,245,2478,16,8,256,4000,6.43,6800000
2018-08-16,OPPO A93,Bắc Ninh,351,253,3947,16,8,256,4000,6.43,6800000
2018-08-17,OPPO A93,Bắc Ninh,392,293,3230,16,8,256,4000,6.43,6800000
2018-08-18,OPPO A93,Bắc Ninh,214,466,2377,16,8,256,4000,6.43,6800000
2018-08-19,OPPO A93,Bắc Ninh,344,215,2069,16,8,256,4000,6.43,6800000
2018-08-20,OPPO A93,Bắc Ninh,222,309,2767,16,8,256,4000,6.43,6800000
2018-08-21,OPPO A93,Bắc Ninh,169,272,1688,16,8,256,4000,6.43,6800000
2018-08-22,OPPO A93,Bắc Ninh,206,495,1108,16,8,256,4000,6.43,6800000
2018-08-23,OPPO A93,Bắc Ninh,360,238,1676,16,8,256,4000,6.43,6800000
2018-08-24,OPPO A93,Bắc Ninh,325,235,1691,16,8,256,4000,6.43,6800000
2018-08-25,OPPO A93,Bắc Ninh,379,287,2745,16,8,256,4000,6.43,6800000
2018-08-26,OPPO A93,Bắc Ninh,179,320,2107,16,8,256,4000,6.43,6800000
2018-08-27,OPPO A93,Bắc Ninh,318,467,3705,16,8,256,4000,6.43,6800000
2018-08-28,OPPO A93,Bắc Ninh,132,444,3871,16,8,256,4000,6.43,6800000
2018-08-29,OPPO A93,Bắc Ninh,328,424,2423,16,8,256,4000,6.43,6800000
2018-08-30,OPPO A93,Bắc Ninh,189,378,2492,16,8,256,4000,6.43,6800000
2018-08-31,OPPO A93,Bắc Ninh,349,481,3418,16,8,256,4000,6.43,6800000
2018-09-01,OPPO A93,Bắc Ninh,270,401,2285,16,8,256,4000,6.43,6800000
2018-09-02,OPPO A93,Bắc Ninh,366,454,1196,16,8,256,4000,6.43,6800000
2018-09-03,OPPO A93,Bắc Ninh,268,251,3302,16,8,256,4000,6.43,6800000
2018-09-04,OPPO A93,Bắc Ninh,366,268,2351,16,8,256,4000,6.43,6800000
2018-09-05,OPPO A93,Bắc Ninh,366,372,3010,16,8,256,4000,6.43,6800000
2018-09-06,OPPO A93,Bắc Ninh,160,486,3653,16,8,256,4000,6.43,6800000
2018-09-07,OPPO A93,Bắc Ninh,262,255,3138,16,8,256,4000,6.43,6800000
2018-09-08,OPPO A93,Bắc Ninh,396,411,1632,16,8,256,4000,6.43,6800000
2018-09-09,OPPO A93,Bắc Ninh,290,452,3105,16,8,256,4000,6.43,6800000
2018-09-10,OPPO A93,Bắc Ninh,197,421,3396,16,8,256,4000,6.43,6800000
2018-09-11,OPPO A93,Bắc Ninh,209,385,3682,16,8,256,4000,6.43,6800000
2018-09-12,OPPO A93,Bắc Ninh,218,426,2698,16,8,256,4000,6.43,6800000
2018-09-13,OPPO A93,Bắc Ninh,127,430,3055,16,8,256,4000,6.43,6800000
2018-09-14,OPPO A93,Bắc Ninh,388,232,2875,16,8,256,4000,6.43,6800000
2018-09-15,OPPO A93,Bắc Ninh,381,218,3174,16,8,256,4000,6.43,6800000
2018-09-16,OPPO A93,Bắc Ninh,331,377,2868,16,8,256,4000,6.43,6800000
2018-09-17,OPPO A93,Bắc Ninh,199,261,1400,16,8,256,4000,6.43,6800000
2018-09-18,OPPO A93,Bắc Ninh,286,276,3834,16,8,256,4000,6.43,6800000
2018-01-01,OPPO A93,Bắc Ninh,378,374,1446,16,8,256,4000,6.43,6800000
2018-01-02,OPPO A93,Bắc Ninh,227,343,3174,16,8,256,4000,6.43,6800000
2018-01-03,OPPO A93,Bắc Ninh,156,349,3065,16,8,256,4000,6.43,6800000
2018-01-04,OPPO A93,Bắc Ninh,130,228,3142,16,8,256,4000,6.43,6800000
2018-01-05,OPPO A93,Bắc Ninh,287,225,1245,16,8,256,4000,6.43,6800000
2018-01-06,OPPO A93,Bắc Ninh,216,420,3626,16,8,256,4000,6.43,6800000
2018-01-07,OPPO A93,Bắc Ninh,291,216,1483,16,8,256,4000,6.43,6800000
2018-01-08,OPPO A93,Bắc Ninh,211,306,2075,16,8,256,4000,6.43,6800000
2018-01-09,OPPO A93,Bắc Ninh,368,316,3888,16,8,256,4000,6.43,6800000
2018-01-10,OPPO A93,Bắc Ninh,114,343,1524,16,8,256,4000,6.43,6800000
2018-01-11,OPPO A93,Bắc Ninh,354,379,1125,16,8,256,4000,6.43,6800000
2018-01-12,OPPO A93,Bắc Ninh,163,491,3227,16,8,256,4000,6.43,6800000
2018-01-13,OPPO A93,Bắc Ninh,286,227,1881,16,8,256,4000,6.43,6800000
2018-01-14,OPPO A93,Bắc Ninh,162,257,1675,16,8,256,4000,6.43,6800000
2018-01-15,OPPO A93,Bắc Ninh,285,316,2073,16,8,256,4000,6.43,6800000
2018-01-16,OPPO A93,Bắc Ninh,354,220,4059,16,8,256,4000,6.43,6800000
2018-01-17,OPPO A93,Bắc Ninh,106,370,2591,16,8,256,4000,6.43,6800000
2018-01-18,OPPO A93,Bắc Ninh,185,274,1792,16,8,256,4000,6.43,6800000
2018-01-19,OPPO A93,Bắc Ninh,193,235,3572,16,8,256,4000,6.43,6800000
2018-01-20,OPPO A93,Bắc Ninh,116,403,1813,16,8,256,4000,6.43,6800000
2018-01-21,OPPO A93,Bắc Ninh,138,251,1672,16,8,256,4000,6.43,6800000
2018-01-22,OPPO A93,Bắc Ninh,389,324,3411,16,8,256,4000,6.43,6800000
2018-01-23,OPPO A93,Bắc Ninh,298,447,1232,16,8,256,4000,6.43,6800000
2018-01-24,OPPO A93,Bắc Ninh,369,216,2979,16,8,256,4000,6.43,6800000
2018-01-25,OPPO A93,Bắc Ninh,192,444,3888,16,8,256,4000,6.43,6800000
2018-01-26,OPPO A93,Bắc Ninh,248,369,2771,16,8,256,4000,6.43,6800000
2018-01-27,OPPO A93,Bắc Ninh,166,337,4039,16,8,256,4000,6.43,6800000
2018-01-28,OPPO A93,Bắc Ninh,225,416,1452,16,8,256,4000,6.43,6800000
2018-01-29,OPPO A93,Bắc Ninh,293,399,2080,16,8,256,4000,6.43,6800000
2018-01-30,OPPO A93,Bắc Ninh,385,252,1616,16,8,256,4000,6.43,6800000
2018-01-31,OPPO A93,Bắc Ninh,208,425,1753,16,8,256,4000,6.43,6800000
2018-02-01,OPPO A93,Bắc Ninh,304,281,1754,16,8,256,4000,6.43,6800000
2018-02-02,OPPO A93,Bắc Ninh,271,231,2149,16,8,256,4000,6.43,6800000
2018-02-03,OPPO A93,Bắc Ninh,111,460,3135,16,8,256,4000,6.43,6800000
2018-02-04,OPPO A93,Bắc Ninh,393,439,2796,16,8,256,4000,6.43,6800000
2018-02-05,OPPO A93,Bắc Ninh,213,292,3137,16,8,256,4000,6.43,6800000
2018-02-06,OPPO A93,Bắc Ninh,272,442,2133,16,8,256,4000,6.43,6800000
2018-02-07,OPPO A93,Bắc Ninh,229,316,1134,16,8,256,4000,6.43,6800000
2018-02-08,OPPO A93,Bắc Ninh,329,322,3283,16,8,256,4000,6.43,6800000
2018-02-09,OPPO A93,Bắc Ninh,244,402,3685,16,8,256,4000,6.43,6800000
2018-02-10,OPPO A93,Bắc Ninh,356,279,2012,16,8,256,4000,6.43,6800000
2018-02-11,OPPO A93,Bắc Ninh,317,369,1635,16,8,256,4000,6.43,6800000
2018-02-12,OPPO A93,Bắc Ninh,261,359,3852,16,8,256,4000,6.43,6800000
2018-02-13,OPPO A93,Bắc Ninh,242,317,2109,16,8,256,4000,6.43,6800000
2018-02-14,OPPO A93,Bắc Ninh,344,382,2292,16,8,256,4000,6.43,6800000
2018-02-15,OPPO A93,Bắc Ninh,109,478,2849,16,8,256,4000,6.43,6800000
2018-02-16,OPPO A93,Bắc Ninh,255,303,1550,16,8,256,4000,6.43,6800000
2018-02-17,OPPO A93,Bắc Ninh,168,282,2981,16,8,256,4000,6.43,6800000
2018-02-18,OPPO A93,Bắc Ninh,162,312,3726,16,8,256,4000,6.43,6800000
2018-02-19,OPPO A93,Bắc Ninh,273,341,3865,16,8,256,4000,6.43,6800000
2018-02-20,OPPO A93,Bắc Ninh,109,240,3573,16,8,256,4000,6.43,6800000
2018-02-21,OPPO A93,Bắc Ninh,393,402,1297,16,8,256,4000,6.43,6800000
2018-02-22,OPPO A93,Bắc Ninh,140,321,1432,16,8,256,4000,6.43,6800000
2018-02-23,OPPO A93,Bắc Ninh,260,223,2905,16,8,256,4000,6.43,6800000
2018-02-24,OPPO A93,Bắc Ninh,264,244,3037,16,8,256,4000,6.43,6800000
2018-02-25,OPPO A93,Bắc Ninh,158,313,1867,16,8,256,4000,6.43,6800000
2018-02-26,OPPO A93,Bắc Ninh,131,424,2864,16,8,256,4000,6.43,6800000
2018-02-27,OPPO A93,Bắc Ninh,130,325,3163,16,8,256,4000,6.43,6800000
2018-02-28,OPPO A93,Bắc Ninh,210,343,3441,16,8,256,4000,6.43,6800000
2018-03-01,OPPO A93,Bắc Ninh,365,313,2436,16,8,256,4000,6.43,6800000
2018-03-02,OPPO A93,Bắc Ninh,316,460,1410,16,8,256,4000,6.43,6800000
2018-03-03,OPPO A93,Bắc Ninh,355,363,3460,16,8,256,4000,6.43,6800000
2018-03-04,OPPO A93,Bắc Ninh,306,318,2275,16,8,256,4000,6.43,6800000
2018-03-05,OPPO A93,Bắc Ninh,319,323,3038,16,8,256,4000,6.43,6800000
2018-03-06,OPPO A93,Bắc Ninh,171,422,2778,16,8,256,4000,6.43,6800000
2018-03-07,OPPO A93,Bắc Ninh,103,206,3983,16,8,256,4000,6.43,6800000
2018-03-08,OPPO A93,Bắc Ninh,146,222,2271,16,8,256,4000,6.43,6800000
2018-03-09,OPPO A93,Bắc Ninh,120,485,2027,16,8,256,4000,6.43,6800000
2018-03-10,OPPO A93,Bắc Ninh,221,445,2522,16,8,256,4000,6.43,6800000
2018-03-11,OPPO A93,Bắc Ninh,397,421,3015,16,8,256,4000,6.43,6800000
2018-03-12,OPPO A93,Bắc Ninh,289,337,2589,16,8,256,4000,6.43,6800000
2018-03-13,OPPO A93,Bắc Ninh,151,326,3348,16,8,256,4000,6.43,6800000
2018-03-14,OPPO A93,Bắc Ninh,273,376,3031,16,8,256,4000,6.43,6800000
2018-03-15,OPPO A93,Bắc Ninh,196,300,3367,16,8,256,4000,6.43,6800000
2018-03-16,OPPO A93,Bắc Ninh,249,361,2304,16,8,256,4000,6.43,6800000
2018-03-17,OPPO A93,Bắc Ninh,284,204,1502,16,8,256,4000,6.43,6800000
2018-03-18,OPPO A93,Bắc Ninh,389,462,4044,16,8,256,4000,6.43,6800000
2018-03-19,OPPO A93,Bắc Ninh,363,327,2907,16,8,256,4000,6.43,6800000
2018-03-20,OPPO A93,Bắc Ninh,364,329,3141,16,8,256,4000,6.43,6800000
2018-03-21,OPPO A93,Bắc Ninh,123,222,3267,16,8,256,4000,6.43,6800000
2018-03-22,OPPO A93,Bắc Ninh,121,253,2957,16,8,256,4000,6.43,6800000
2018-03-23,OPPO A93,Bắc Ninh,290,457,4027,16,8,256,4000,6.43,6800000
2018-03-24,OPPO A93,Bắc Ninh,305,313,3140,16,8,256,4000,6.43,6800000
2018-03-25,OPPO A93,Bắc Ninh,167,407,3584,16,8,256,4000,6.43,6800000
2018-03-26,OPPO A93,Bắc Ninh,266,409,2039,16,8,256,4000,6.43,6800000
2018-03-27,OPPO A93,Bắc Ninh,240,355,2203,16,8,256,4000,6.43,6800000
2018-03-28,OPPO A93,Bắc Ninh,249,279,1742,16,8,256,4000,6.43,6800000
2018-09-19,Realme 6 Pro,Bắc Ninh,648,460,3248,64,8,256,4300,6.6,4650000
2018-09-20,Realme 6 Pro,Bắc Ninh,932,293,1889,64,8,256,4300,6.6,4650000
2018-09-21,Realme 6 Pro,Bắc Ninh,581,433,3669,64,8,256,4300,6.6,4650000
2018-09-22,Realme 6 Pro,Bắc Ninh,1117,379,2174,64,8,256,4300,6.6,4650000
2018-09-23,Realme 6 Pro,Bắc Ninh,649,316,1875,64,8,256,4300,6.6,4650000
2018-09-24,Realme 6 Pro,Bắc Ninh,501,331,2619,64,8,256,4300,6.6,4650000
2018-09-25,Realme 6 Pro,Bắc Ninh,703,267,2234,64,8,256,4300,6.6,4650000
2018-09-26,Realme 6 Pro,Bắc Ninh,433,363,1770,64,8,256,4300,6.6,4650000
2018-09-27,Realme 6 Pro,Bắc Ninh,890,298,4163,64,8,256,4300,6.6,4650000
2018-09-28,Realme 6 Pro,Bắc Ninh,485,367,3282,64,8,256,4300,6.6,4650000
2018-09-29,Realme 6 Pro,Bắc Ninh,1022,458,4517,64,8,256,4300,6.6,4650000
2018-09-30,Realme 6 Pro,Bắc Ninh,978,504,2597,64,8,256,4300,6.6,4650000
2018-10-01,Realme 6 Pro,Bắc Ninh,1030,489,4863,64,8,256,4300,6.6,4650000
2018-10-02,Realme 6 Pro,Bắc Ninh,383,272,2882,64,8,256,4300,6.6,4650000
2018-10-03,Realme 6 Pro,Bắc Ninh,606,317,1981,64,8,256,4300,6.6,4650000
2018-10-04,Realme 6 Pro,Bắc Ninh,1263,222,4224,64,8,256,4300,6.6,4650000
2018-10-05,Realme 6 Pro,Bắc Ninh,691,292,4944,64,8,256,4300,6.6,4650000
2018-10-06,Realme 6 Pro,Bắc Ninh,606,330,4147,64,8,256,4300,6.6,4650000
2018-10-07,Realme 6 Pro,Bắc Ninh,566,505,4241,64,8,256,4300,6.6,4650000
2018-10-08,Realme 6 Pro,Bắc Ninh,1159,485,1778,64,8,256,4300,6.6,4650000
2018-10-09,Realme 6 Pro,Bắc Ninh,1017,222,1057,64,8,256,4300,6.6,4650000
2018-10-10,Realme 6 Pro,Bắc Ninh,489,486,4179,64,8,256,4300,6.6,4650000
2018-10-11,Realme 6 Pro,Bắc Ninh,491,474,4409,64,8,256,4300,6.6,4650000
2018-10-12,Realme 6 Pro,Bắc Ninh,400,424,2560,64,8,256,4300,6.6,4650000
2018-10-13,Realme 6 Pro,Bắc Ninh,1047,320,2796,64,8,256,4300,6.6,4650000
2018-10-14,Realme 6 Pro,Bắc Ninh,884,476,4603,64,8,256,4300,6.6,4650000
2018-10-15,Realme 6 Pro,Bắc Ninh,1296,380,2565,64,8,256,4300,6.6,4650000
2018-10-16,Realme 6 Pro,Bắc Ninh,854,406,4014,64,8,256,4300,6.6,4650000
2018-10-17,Realme 6 Pro,Bắc Ninh,755,445,1943,64,8,256,4300,6.6,4650000
2018-10-18,Realme 6 Pro,Bắc Ninh,1124,418,5760,64,8,256,4300,6.6,4650000
2018-10-19,Realme 6 Pro,Bắc Ninh,923,377,3677,64,8,256,4300,6.6,4650000
2018-10-20,Realme 6 Pro,Bắc Ninh,966,266,2284,64,8,256,4300,6.6,4650000
2018-10-21,Realme 6 Pro,Bắc Ninh,913,458,5300,64,8,256,4300,6.6,4650000
2018-10-22,Realme 6 Pro,Bắc Ninh,999,227,4950,64,8,256,4300,6.6,4650000
2018-10-23,Realme 6 Pro,Bắc Ninh,1290,352,4381,64,8,256,4300,6.6,4650000
2018-10-24,Realme 6 Pro,Bắc Ninh,453,371,1429,64,8,256,4300,6.6,4650000
2018-10-25,Realme 6 Pro,Bắc Ninh,704,290,5430,64,8,256,4300,6.6,4650000
2018-10-26,Realme 6 Pro,Bắc Ninh,707,407,1513,64,8,256,4300,6.6,4650000
2018-10-27,Realme 6 Pro,Bắc Ninh,406,381,1355,64,8,256,4300,6.6,4650000
2018-10-28,Realme 6 Pro,Bắc Ninh,1022,264,4193,64,8,256,4300,6.6,4650000
2018-10-29,Realme 6 Pro,Bắc Ninh,872,249,3221,64,8,256,4300,6.6,4650000
2018-10-30,Realme 6 Pro,Bắc Ninh,1154,399,5207,64,8,256,4300,6.6,4650000
2018-10-31,Realme 6 Pro,Bắc Ninh,882,371,2114,64,8,256,4300,6.6,4650000
2018-11-01,Realme 6 Pro,Bắc Ninh,615,325,5670,64,8,256,4300,6.6,4650000
2018-11-02,Realme 6 Pro,Bắc Ninh,943,375,4185,64,8,256,4300,6.6,4650000
2018-11-03,Realme 6 Pro,Bắc Ninh,799,509,3651,64,8,256,4300,6.6,4650000
2018-11-04,Realme 6 Pro,Bắc Ninh,852,490,5511,64,8,256,4300,6.6,4650000
2018-11-05,Realme 6 Pro,Bắc Ninh,911,345,2960,64,8,256,4300,6.6,4650000
2018-11-06,Realme 6 Pro,Bắc Ninh,343,224,4135,64,8,256,4300,6.6,4650000
2018-11-07,Realme 6 Pro,Bắc Ninh,338,336,4546,64,8,256,4300,6.6,4650000
2018-11-08,Realme 6 Pro,Bắc Ninh,839,375,4481,64,8,256,4300,6.6,4650000
2018-11-09,Realme 6 Pro,Bắc Ninh,1187,424,2524,64,8,256,4300,6.6,4650000
2018-11-10,Realme 6 Pro,Bắc Ninh,818,317,3846,64,8,256,4300,6.6,4650000
2018-11-11,Realme 6 Pro,Bắc Ninh,434,272,3433,64,8,256,4300,6.6,4650000
2018-11-12,Realme 6 Pro,Bắc Ninh,552,316,4359,64,8,256,4300,6.6,4650000
2018-11-13,Realme 6 Pro,Bắc Ninh,1195,314,1272,64,8,256,4300,6.6,4650000
2018-11-14,Realme 6 Pro,Bắc Ninh,1058,289,2546,64,8,256,4300,6.6,4650000
2018-11-15,Realme 6 Pro,Bắc Ninh,712,318,3208,64,8,256,4300,6.6,4650000
2018-11-16,Realme 6 Pro,Bắc Ninh,545,383,1252,64,8,256,4300,6.6,4650000
2018-11-17,Realme 6 Pro,Bắc Ninh,726,349,2216,64,8,256,4300,6.6,4650000
2018-11-18,Realme 6 Pro,Bắc Ninh,1299,447,2068,64,8,256,4300,6.6,4650000
2018-11-19,Realme 6 Pro,Bắc Ninh,540,225,4021,64,8,256,4300,6.6,4650000
2018-11-20,Realme 6 Pro,Bắc Ninh,1152,384,4570,64,8,256,4300,6.6,4650000
2018-11-21,Realme 6 Pro,Bắc Ninh,430,478,1258,64,8,256,4300,6.6,4650000
2018-11-22,Realme 6 Pro,Bắc Ninh,764,227,4048,64,8,256,4300,6.6,4650000
2018-11-23,Realme 6 Pro,Bắc Ninh,488,409,3983,64,8,256,4300,6.6,4650000
2018-11-24,Realme 6 Pro,Bắc Ninh,478,391,1329,64,8,256,4300,6.6,4650000
2018-11-25,Realme 6 Pro,Bắc Ninh,319,311,2447,64,8,256,4300,6.6,4650000
2018-11-26,Realme 6 Pro,Bắc Ninh,532,286,5561,64,8,256,4300,6.6,4650000
2018-11-27,Realme 6 Pro,Bắc Ninh,1171,362,2343,64,8,256,4300,6.6,4650000
2018-11-28,Realme 6 Pro,Bắc Ninh,1132,416,3845,64,8,256,4300,6.6,4650000
2018-11-29,Realme 6 Pro,Bắc Ninh,760,479,1396,64,8,256,4300,6.6,4650000
2018-11-30,Realme 6 Pro,Bắc Ninh,345,362,1444,64,8,256,4300,6.6,4650000
2018-12-01,Realme 6 Pro,Bắc Ninh,1191,261,5949,64,8,256,4300,6.6,4650000
2018-12-02,Realme 6 Pro,Bắc Ninh,984,476,3208,64,8,256,4300,6.6,4650000
2018-12-03,Realme 6 Pro,Bắc Ninh,325,338,3388,64,8,256,4300,6.6,4650000
2018-12-04,Realme 6 Pro,Bắc Ninh,374,452,4943,64,8,256,4300,6.6,4650000
2018-12-05,Realme 6 Pro,Bắc Ninh,717,368,3705,64,8,256,4300,6.6,4650000
2018-12-06,Realme 6 Pro,Bắc Ninh,466,343,2416,64,8,256,4300,6.6,4650000
2018-12-07,Realme 6 Pro,Bắc Ninh,1138,356,5200,64,8,256,4300,6.6,4650000
2018-12-08,Realme 6 Pro,Bắc Ninh,955,456,1126,64,8,256,4300,6.6,4650000
2018-12-09,Realme 6 Pro,Bắc Ninh,331,281,1490,64,8,256,4300,6.6,4650000
2018-12-10,Realme 6 Pro,Bắc Ninh,1030,271,5246,64,8,256,4300,6.6,4650000
2018-12-11,Realme 6 Pro,Bắc Ninh,1249,378,2102,64,8,256,4300,6.6,4650000
2018-12-12,Realme 6 Pro,Bắc Ninh,587,212,2429,64,8,256,4300,6.6,4650000
